seed,update,env_steps,ep_ret_mean,ep_ret_max,ep_len_mean,lr,logstd,kl,tau
2,210,55050240,4450.205965909091,5142.7470703125,923.0365767045455,0.0002531783337987607,-1.0275838375091553,0.005404201801866293,0.07560830563306808
2,220,57671680,4526.325726141079,5163.9755859375,929.3879668049792,0.0002489241774049615,-1.0601630210876465,0.005591817200183868,0.07660330832004547
2,230,60293120,4546.1067925899015,5219.99169921875,924.899382491827,0.0002445296091362855,-1.0956251621246338,0.005461275577545166,0.07745996862649918
2,240,62914560,4613.703876525485,5299.59912109375,929.7293610911702,0.00024000198145764752,-1.125565767288208,0.0056818705052137375,0.07819859683513641
2,250,65536000,4705.014861995754,5361.12744140625,939.0247699929229,0.00023534886945301934,-1.1583045721054077,0.005641935858875513,0.07903625071048737
2,260,68157440,4711.329087048833,5379.86328125,931.947983014862,0.00023057805815170703,-1.1885406970977783,0.005478669889271259,0.07980528473854065
2,270,70778880,4799.447973713034,5444.9140625,939.6392844103688,0.00022569752950337294,-1.2177069187164307,0.005902559496462345,0.08048727363348007
2,280,73400320,4855.569324712644,5494.1787109375,942.4547413793103,0.0002207154490235943,-1.2461531162261963,0.005407040007412434,0.08123686909675598
2,290,76021760,4870.258450704226,5505.2265625,938.2098591549296,0.00021564015213230116,-1.2781397104263306,0.005338232032954693,0.08177456259727478
2,300,78643200,4913.180959302325,5499.1181640625,940.1079215116279,0.00021048013020795065,-1.3049356937408447,0.005796086974442005,0.08219164609909058
2,310,81264640,4918.251428571429,5536.603515625,937.2057142857143,0.00020524401638077083,-1.3305408954620361,0.005358755588531494,0.08280442655086517
2,320,83886080,4923.204721634954,5559.2919921875,932.3164200140944,0.00019994057108884122,-1.3549236059188843,0.004997191019356251,0.08323288708925247
2,330,86507520,4987.6433770014555,5650.5927734375,939.7871179039302,0.00019457866742117827,-1.3801172971725464,0.005493749864399433,0.08353712409734726
2,340,89128960,5047.000360230548,5632.22607421875,944.4765850144092,0.00018916727627234616,-1.4017918109893799,0.005303341895341873,0.08395591378211975
2,350,91750400,5040.703377902885,5663.98291015625,938.3518648838846,0.0001837154513334313,-1.4230297803878784,0.0053677805699408054,0.08454358577728271
2,360,94371840,5108.937964338782,5654.9326171875,947.2563150074294,0.00017823231394449137,-1.4478461742401123,0.00540558248758316,0.08492125570774078
2,370,96993280,5105.0276008492565,5680.587890625,942.9083510261854,0.00017272703783382252,-1.4710884094238281,0.005115668289363384,0.08534125983715057
2,380,99614720,5126.152877697842,5682.9140625,941.7424460431655,0.00016720883376957643,-1.4878828525543213,0.004985494073480368,0.08566663414239883
